"","Name","order","extant","Percentage","Times"
"1","Bacteria_5120m.csv",0,45.2280913195704,0.25,1
"2","Bacteria_5120m.csv",0.00192678227360308,44.0374921918672,0.25,1
"3","Bacteria_5120m.csv",0.00385356454720617,44.0360464866829,0.25,1
"4","Bacteria_5120m.csv",0.00578034682080925,44.0360315811599,0.25,1
"5","Bacteria_5120m.csv",0.00770712909441233,43.3182500527774,0.25,1
"6","Bacteria_5120m.csv",0.00963391136801541,43.3182500443332,0.25,1
"7","Bacteria_5120m.csv",0.0115606936416185,43.2739191573162,0.25,1
"8","Bacteria_5120m.csv",0.0134874759152216,43.2739153081123,0.25,1
"9","Bacteria_5120m.csv",0.0154142581888247,42.8648578881494,0.25,1
"10","Bacteria_5120m.csv",0.0173410404624277,42.8648578677504,0.25,1
"11","Bacteria_5120m.csv",0.0192678227360308,42.8648565597858,0.25,1
"12","Bacteria_5120m.csv",0.0211946050096339,42.859874176236,0.25,1
"13","Bacteria_5120m.csv",0.023121387283237,42.8591447518812,0.25,1
"14","Bacteria_5120m.csv",0.0250481695568401,42.859144193878,0.25,1
"15","Bacteria_5120m.csv",0.0269749518304432,42.8591433619566,0.25,1
"16","Bacteria_5120m.csv",0.0289017341040462,42.8587321468515,0.25,1
"17","Bacteria_5120m.csv",0.0308285163776493,42.7004433834164,0.25,1
"18","Bacteria_5120m.csv",0.0327552986512524,41.9575102517468,0.25,1
"19","Bacteria_5120m.csv",0.0346820809248555,41.9575102516454,0.25,1
"20","Bacteria_5120m.csv",0.0366088631984586,41.9566472619749,0.25,1
"21","Bacteria_5120m.csv",0.0385356454720617,41.953333754898,0.25,1
"22","Bacteria_5120m.csv",0.0404624277456647,41.6184032328407,0.25,1
"23","Bacteria_5120m.csv",0.0423892100192678,41.6183530017027,0.25,1
"24","Bacteria_5120m.csv",0.0443159922928709,40.9124421950183,0.25,1
"25","Bacteria_5120m.csv",0.046242774566474,40.9035171484867,0.25,1
"26","Bacteria_5120m.csv",0.0481695568400771,40.9035171484867,0.25,1
"27","Bacteria_5120m.csv",0.0500963391136802,40.9034909593849,0.25,1
"28","Bacteria_5120m.csv",0.0520231213872832,40.9034500060573,0.25,1
"29","Bacteria_5120m.csv",0.0539499036608863,40.9031699615815,0.25,1
"30","Bacteria_5120m.csv",0.0558766859344894,40.902959395804,0.25,1
"31","Bacteria_5120m.csv",0.0578034682080925,40.9020410049981,0.25,1
"32","Bacteria_5120m.csv",0.0597302504816956,40.9016612809445,0.25,1
"33","Bacteria_5120m.csv",0.0616570327552987,40.9016598213246,0.25,1
"34","Bacteria_5120m.csv",0.0635838150289017,40.8635815433686,0.25,1
"35","Bacteria_5120m.csv",0.0655105973025048,40.8462515057729,0.25,1
"36","Bacteria_5120m.csv",0.0674373795761079,40.7986919273642,0.25,1
"37","Bacteria_5120m.csv",0.069364161849711,40.6960224801808,0.25,1
"38","Bacteria_5120m.csv",0.0712909441233141,40.4658965261583,0.25,1
"39","Bacteria_5120m.csv",0.0732177263969171,39.1286358874812,0.25,1
"40","Bacteria_5120m.csv",0.0751445086705202,35.015109656284,0.25,1
"41","Bacteria_5120m.csv",0.0770712909441233,11.4213977945206,0.25,1
"42","Bacteria_5120m.csv",0.0789980732177264,0.0401648222839303,0.25,1
"43","Bacteria_5120m.csv",0.0809248554913295,0.0289943680582461,0.25,1
"44","Bacteria_5120m.csv",0.0828516377649326,0.0245741572316444,0.25,1
"45","Bacteria_5120m.csv",0.0847784200385356,0.0225300751789304,0.25,1
"46","Bacteria_5120m.csv",0.0867052023121387,0.0128287500747024,0.25,1
"47","Bacteria_5120m.csv",0.0886319845857418,0.00833634107448238,0.25,1
"48","Bacteria_5120m.csv",0.0905587668593449,0.00625876186625546,0.25,1
"49","Bacteria_5120m.csv",0.092485549132948,0.00417685733490144,0.25,1
"50","Bacteria_5120m.csv",0.0944123314065511,0.0020906094330151,0.25,1
"51","Bacteria_5120m.csv",0.0963391136801541,0,0.25,1
"52","Bacteria_5120m.csv",0,45.2280913195704,0.25,2
"53","Bacteria_5120m.csv",0.00192678227360308,45.2280913195704,0.25,2
"54","Bacteria_5120m.csv",0.00385356454720617,45.228091301811,0.25,2
"55","Bacteria_5120m.csv",0.00578034682080925,45.2280912371837,0.25,2
"56","Bacteria_5120m.csv",0.00770712909441233,45.2280912371734,0.25,2
"57","Bacteria_5120m.csv",0.00963391136801541,45.2280911311171,0.25,2
"58","Bacteria_5120m.csv",0.0115606936416185,45.1607582092072,0.25,2
"59","Bacteria_5120m.csv",0.0134874759152216,44.6231013681772,0.25,2
"60","Bacteria_5120m.csv",0.0154142581888247,44.5989777135313,0.25,2
"61","Bacteria_5120m.csv",0.0173410404624277,44.0903599798653,0.25,2
"62","Bacteria_5120m.csv",0.0192678227360308,44.0903599798652,0.25,2
"63","Bacteria_5120m.csv",0.0211946050096339,44.0903599737735,0.25,2
"64","Bacteria_5120m.csv",0.023121387283237,44.0903598814505,0.25,2
"65","Bacteria_5120m.csv",0.0250481695568401,44.0903591415561,0.25,2
"66","Bacteria_5120m.csv",0.0269749518304432,44.090358128945,0.25,2
"67","Bacteria_5120m.csv",0.0289017341040462,43.7143254324,0.25,2
"68","Bacteria_5120m.csv",0.0308285163776493,43.6971601922356,0.25,2
"69","Bacteria_5120m.csv",0.0327552986512524,43.6028911139789,0.25,2
"70","Bacteria_5120m.csv",0.0346820809248555,43.6026229298635,0.25,2
"71","Bacteria_5120m.csv",0.0366088631984586,43.600427308608,0.25,2
"72","Bacteria_5120m.csv",0.0385356454720617,43.5931612268607,0.25,2
"73","Bacteria_5120m.csv",0.0404624277456647,43.5544801490278,0.25,2
"74","Bacteria_5120m.csv",0.0423892100192678,43.5532080101207,0.25,2
"75","Bacteria_5120m.csv",0.0443159922928709,43.5532072786957,0.25,2
"76","Bacteria_5120m.csv",0.046242774566474,43.5457215444741,0.25,2
"77","Bacteria_5120m.csv",0.0481695568400771,42.5408238682491,0.25,2
"78","Bacteria_5120m.csv",0.0500963391136802,42.5365807656167,0.25,2
"79","Bacteria_5120m.csv",0.0520231213872832,42.536044821726,0.25,2
"80","Bacteria_5120m.csv",0.0539499036608863,42.5342063880069,0.25,2
"81","Bacteria_5120m.csv",0.0558766859344894,42.534178643935,0.25,2
"82","Bacteria_5120m.csv",0.0578034682080925,42.5341616034497,0.25,2
"83","Bacteria_5120m.csv",0.0597302504816956,42.5341527250684,0.25,2
"84","Bacteria_5120m.csv",0.0616570327552987,42.3405033977989,0.25,2
"85","Bacteria_5120m.csv",0.0635838150289017,42.1404010234863,0.25,2
"86","Bacteria_5120m.csv",0.0655105973025048,41.9635659336953,0.25,2
"87","Bacteria_5120m.csv",0.0674373795761079,41.9319774568742,0.25,2
"88","Bacteria_5120m.csv",0.069364161849711,41.920133672018,0.25,2
"89","Bacteria_5120m.csv",0.0712909441233141,41.653398776366,0.25,2
"90","Bacteria_5120m.csv",0.0732177263969171,41.3973560805107,0.25,2
"91","Bacteria_5120m.csv",0.0751445086705202,40.1928661476558,0.25,2
"92","Bacteria_5120m.csv",0.0770712909441233,35.5768018607331,0.25,2
"93","Bacteria_5120m.csv",0.0789980732177264,10.2868413096285,0.25,2
"94","Bacteria_5120m.csv",0.0809248554913295,0.0561900704951429,0.25,2
"95","Bacteria_5120m.csv",0.0828516377649326,0.0341153455080681,0.25,2
"96","Bacteria_5120m.csv",0.0847784200385356,0.0269593105192361,0.25,2
"97","Bacteria_5120m.csv",0.0867052023121387,0.0173010675619517,0.25,2
"98","Bacteria_5120m.csv",0.0886319845857418,0.0128287500747024,0.25,2
"99","Bacteria_5120m.csv",0.0905587668593449,0.0107604929056664,0.25,2
"100","Bacteria_5120m.csv",0.092485549132948,0.00868794918168389,0.25,2
"101","Bacteria_5120m.csv",0.0944123314065511,0.00661110109769552,0.25,2
"102","Bacteria_5120m.csv",0.0963391136801541,0.0020906094330151,0.25,2
"103","Bacteria_5120m.csv",0.0982658959537572,0,0.25,2
"104","Bacteria_5120m.csv",0,45.2280913195704,0.25,3
"105","Bacteria_5120m.csv",0.00192678227360308,44.9562595502708,0.25,3
"106","Bacteria_5120m.csv",0.00385356454720617,44.4248212528471,0.25,3
"107","Bacteria_5120m.csv",0.00578034682080925,44.412990506311,0.25,3
"108","Bacteria_5120m.csv",0.00770712909441233,44.4129905052982,0.25,3
"109","Bacteria_5120m.csv",0.00963391136801541,44.4129904172727,0.25,3
"110","Bacteria_5120m.csv",0.0115606936416185,44.4115362889668,0.25,3
"111","Bacteria_5120m.csv",0.0134874759152216,44.4113400392122,0.25,3
"112","Bacteria_5120m.csv",0.0154142581888247,44.0776659017634,0.25,3
"113","Bacteria_5120m.csv",0.0173410404624277,43.5775205046392,0.25,3
"114","Bacteria_5120m.csv",0.0192678227360308,43.5775205029366,0.25,3
"115","Bacteria_5120m.csv",0.0211946050096339,43.5775140997091,0.25,3
"116","Bacteria_5120m.csv",0.023121387283237,43.5775137964369,0.25,3
"117","Bacteria_5120m.csv",0.0250481695568401,43.5774751977317,0.25,3
"118","Bacteria_5120m.csv",0.0269749518304432,43.5772299179728,0.25,3
"119","Bacteria_5120m.csv",0.0289017341040462,43.4853865180065,0.25,3
"120","Bacteria_5120m.csv",0.0308285163776493,43.4842455536462,0.25,3
"121","Bacteria_5120m.csv",0.0327552986512524,43.3475869615573,0.25,3
"122","Bacteria_5120m.csv",0.0346820809248555,43.3323122311589,0.25,3
"123","Bacteria_5120m.csv",0.0366088631984586,43.3306753392225,0.25,3
"124","Bacteria_5120m.csv",0.0385356454720617,43.3293613765309,0.25,3
"125","Bacteria_5120m.csv",0.0404624277456647,43.3128363173409,0.25,3
"126","Bacteria_5120m.csv",0.0423892100192678,43.3056505322154,0.25,3
"127","Bacteria_5120m.csv",0.0443159922928709,43.2772364310528,0.25,3
"128","Bacteria_5120m.csv",0.046242774566474,43.2356787409363,0.25,3
"129","Bacteria_5120m.csv",0.0481695568400771,41.7739162027863,0.25,3
"130","Bacteria_5120m.csv",0.0500963391136802,41.7344570733971,0.25,3
"131","Bacteria_5120m.csv",0.0520231213872832,41.6962575812577,0.25,3
"132","Bacteria_5120m.csv",0.0539499036608863,41.5748862261762,0.25,3
"133","Bacteria_5120m.csv",0.0558766859344894,40.8566617992755,0.25,3
"134","Bacteria_5120m.csv",0.0578034682080925,38.9589241265129,0.25,3
"135","Bacteria_5120m.csv",0.0597302504816956,34.9732418471621,0.25,3
"136","Bacteria_5120m.csv",0.0616570327552987,12.7154575913491,0.25,3
"137","Bacteria_5120m.csv",0.0635838150289017,0.0657598987534235,0.25,3
"138","Bacteria_5120m.csv",0.0655105973025048,0.047256400253255,0.25,3
"139","Bacteria_5120m.csv",0.0674373795761079,0.0429163526839786,0.25,3
"140","Bacteria_5120m.csv",0.069364161849711,0.0409094591294178,0.25,3
"141","Bacteria_5120m.csv",0.0712909441233141,0.0388985298524955,0.25,3
"142","Bacteria_5120m.csv",0.0732177263969171,0.0368835485893904,0.25,3
"143","Bacteria_5120m.csv",0.0751445086705202,0.0324981486844389,0.25,3
"144","Bacteria_5120m.csv",0.0770712909441233,0.0228935103102259,0.25,3
"145","Bacteria_5120m.csv",0.0789980732177264,0.0208459864664845,0.25,3
"146","Bacteria_5120m.csv",0.0809248554913295,0.0020906094330151,0.25,3
"147","Bacteria_5120m.csv",0.0828516377649326,0.0020906094330151,0.25,3
"148","Bacteria_5120m.csv",0.0847784200385356,0,0.25,3
"149","Bacteria_5120m.csv",0,45.2280913195704,0.25,4
"150","Bacteria_5120m.csv",0.00192678227360308,45.2278268500487,0.25,4
"151","Bacteria_5120m.csv",0.00385356454720617,45.2273156702545,0.25,4
"152","Bacteria_5120m.csv",0.00578034682080925,45.2257773180527,0.25,4
"153","Bacteria_5120m.csv",0.00770712909441233,45.2239719302739,0.25,4
"154","Bacteria_5120m.csv",0.00963391136801541,45.2239696151222,0.25,4
"155","Bacteria_5120m.csv",0.0115606936416185,45.2237968718111,0.25,4
"156","Bacteria_5120m.csv",0.0134874759152216,45.2166249071054,0.25,4
"157","Bacteria_5120m.csv",0.0154142581888247,45.2165478671856,0.25,4
"158","Bacteria_5120m.csv",0.0173410404624277,45.2165478671303,0.25,4
"159","Bacteria_5120m.csv",0.0192678227360308,45.2165476425851,0.25,4
"160","Bacteria_5120m.csv",0.0211946050096339,45.2165476322084,0.25,4
"161","Bacteria_5120m.csv",0.023121387283237,45.1520919496215,0.25,4
"162","Bacteria_5120m.csv",0.0250481695568401,45.1105796604133,0.25,4
"163","Bacteria_5120m.csv",0.0269749518304432,44.6935295262208,0.25,4
"164","Bacteria_5120m.csv",0.0289017341040462,43.5744312635782,0.25,4
"165","Bacteria_5120m.csv",0.0308285163776493,43.0826538255424,0.25,4
"166","Bacteria_5120m.csv",0.0327552986512524,43.0819995231897,0.25,4
"167","Bacteria_5120m.csv",0.0346820809248555,43.0819916803605,0.25,4
"168","Bacteria_5120m.csv",0.0366088631984586,43.0770038707925,0.25,4
"169","Bacteria_5120m.csv",0.0385356454720617,43.0769624072231,0.25,4
"170","Bacteria_5120m.csv",0.0404624277456647,43.0332583328235,0.25,4
"171","Bacteria_5120m.csv",0.0423892100192678,43.0264954848474,0.25,4
"172","Bacteria_5120m.csv",0.0443159922928709,43.0264731612729,0.25,4
"173","Bacteria_5120m.csv",0.046242774566474,43.0262122152254,0.25,4
"174","Bacteria_5120m.csv",0.0481695568400771,43.0262051185751,0.25,4
"175","Bacteria_5120m.csv",0.0500963391136802,42.7030624483824,0.25,4
"176","Bacteria_5120m.csv",0.0520231213872832,42.702125904681,0.25,4
"177","Bacteria_5120m.csv",0.0539499036608863,42.7019043093451,0.25,4
"178","Bacteria_5120m.csv",0.0558766859344894,42.2183702938115,0.25,4
"179","Bacteria_5120m.csv",0.0578034682080925,42.084920863289,0.25,4
"180","Bacteria_5120m.csv",0.0597302504816956,41.8309459924782,0.25,4
"181","Bacteria_5120m.csv",0.0616570327552987,41.6339725099684,0.25,4
"182","Bacteria_5120m.csv",0.0635838150289017,40.7781671745573,0.25,4
"183","Bacteria_5120m.csv",0.0655105973025048,38.7974254875412,0.25,4
"184","Bacteria_5120m.csv",0.0674373795761079,34.5318501423903,0.25,4
"185","Bacteria_5120m.csv",0.069364161849711,19.3886566197374,0.25,4
"186","Bacteria_5120m.csv",0.0712909441233141,0.316676265238208,0.25,4
"187","Bacteria_5120m.csv",0.0732177263969171,0.0616531431006186,0.25,4
"188","Bacteria_5120m.csv",0.0751445086705202,0.0452582065276548,0.25,4
