"","dataset1_1","dataset1_2","dataset1_3","dataset1_4","dataset1_5","dataset1_6","dataset1_7","dataset1_8","dataset1_9","dataset1_10","dataset1_11","dataset1_12","dataset1_13","dataset1_14","dataset1_15","dataset1_16","dataset1_17","dataset1_18","dataset1_19","dataset1_20"
"fOTU1169",0.00317626641343855,3.27450145715315e-05,0.00772782343888143,0.000327450145715315,0.00700743311830774,0,0.0075968433805953,0.000163725072857657,0.00311077638429549,0.000327450145715315,0.00514096728773044,0.000196470087429189,0.00268509119486558,3.27450145715315e-05,0.000327450145715315,0.00088411539343135,0,0,0.00232489603457874,0.000949605422574413
"fOTU2134",0.00258685615115099,0,0.0012443105537182,0.0040603818068699,0.00245587609286486,0,0.000949605422574413,0,0.0011460755100036,0,0,0.00144078064114739,0,0,0.00569763253544648,0,0.00556665247716035,0,0.000163725072857657,0.00108058548086054
"fOTU1114",0.000425685189429909,0.000425685189429909,0.00222666099086414,0.00101509545171748,0.00320901142801009,0,0.00271783620943711,0,0.000622155276859098,0.00022921510200072,0.00491175218572972,9.82350437145945e-05,0.00451881201087135,6.5490029143063e-05,0.000327450145715315,0.000163725072857657,6.5490029143063e-05,0.000163725072857657,0.00612331772487639,0.000196470087429189
"fOTU4324",0.000458430204001441,0,0.000130980058286126,0,0.0029143062968663,0,0.000589410262287567,0,0.00304528635515243,0.00311077638429549,0.000687645306002161,0,0.000916860408002882,0,9.82350437145945e-05,0,6.5490029143063e-05,0,0.00180097580143423,9.82350437145945e-05
"fOTU4570",0,0,0,0.00186646583057729,0.000491175218572972,0,0,0,0.00622155276859098,0,0,0.00101509545171748,0,0,0,0,6.5490029143063e-05,0,0.00363469661743999,0.00180097580143423
"fOTU1015",0.00795703854088215,0.137005140967288,0.0137856511346148,0.114738531058646,0.0133272209306133,0,0.0124103605226104,0.0417171485641311,0.00943056419660107,0.126526736304398,0.00631978781230558,0.0411604833164151,0.0187628933494875,0.0213824945152101,0.00104784046628901,0.09001604505714,0.000327450145715315,0.0641147385310586,0.0142768263531877,0.0778676446511019
"fOTU1011",0.00356920658829693,0.0191230885097744,0.000163725072857657,0.000196470087429189,0,0,0,0.000261960116572252,0,0.00248862110743639,0,0.000294705131143783,0,0.00275058122400864,0,0,0,0,0,0.00127705556828973
"fOTU2981",0.000196470087429189,0,0.00022921510200072,3.27450145715315e-05,9.82350437145945e-05,0,0.000949605422574413,0.000196470087429189,0.000327450145715315,0,0.000130980058286126,0,0,0,3.27450145715315e-05,0,0,0,0.00144078064114739,0
"fOTU4639",0.00130980058286126,0.0536363338681686,0.0047807721274436,0,0,0,0,0,0,0,0,0.000294705131143783,0,0.00088411539343135,0,0,0,0,0,0.00180097580143423
"fOTU1839",0,0,0,0,0,0,0,0,0,0.0108058548086054,0.00471528209830053,0.000425685189429909,0,0.000196470087429189,3.27450145715315e-05,0,0,0,0.000163725072857657,0.000785880349716756
"fOTU1044",0.0137201611054717,0.00186646583057729,0.000196470087429189,0,0,0,0,0,0.000130980058286126,0.00304528635515243,0.000196470087429189,0.00104784046628901,0,0.00252136612200792,0,6.5490029143063e-05,0,0,0.000196470087429189,0.0151609417466191
"fOTU768",0.000327450145715315,0,0,0.000425685189429909,0,0,0,0.00504273224401585,0.000130980058286126,0,0,0.000294705131143783,3.27450145715315e-05,0,0,0.000196470087429189,0,0.00170274075771964,3.27450145715315e-05,0.00533743737515963
"fOTU734",0,0,0.000163725072857657,0,9.82350437145945e-05,0,0.000523920233144504,9.82350437145945e-05,0.000523920233144504,0.00173548577229117,0.000392940174858378,0,0,0.000851370378859819,0,0,0,0,3.27450145715315e-05,9.82350437145945e-05
"fOTU123",0.00808801859916828,0.022921510200072,0.00022921510200072,0,0,0,0,0,0.000360195160286846,0,0,0.00147352565571892,0,0,0,0,0,0,0.00065490029143063,0.0116899702020367
"fOTU1045",0,0.00170274075771964,0,0.00088411539343135,0,0,0,0.000916860408002882,0,0.0105766397066047,9.82350437145945e-05,0.000818625364288287,0,0,0,0.00117882052457513,0,0.00311077638429549,0,0
"fOTU281",0.000360195160286846,0.0114935001146076,0,0.0130325157994695,0,0,0,0.000851370378859819,0.000491175218572972,0.00867742886145584,0.000196470087429189,0.0012443105537182,0,0.000261960116572252,0,0.00121156553914666,0,0.00255411113657946,0,0.00117882052457513
"fOTU2219",0.00641802285602017,0.00140803562657585,0.00160450571400504,0.0053046923605881,0.00203019090343495,0,0.000163725072857657,0,0.045286355152428,0,0.004682537083729,0,0.0100854644880317,0.00108058548086054,0.00311077638429549,0.0012443105537182,3.27450145715315e-05,0,0.00487900717115819,0.00199744588886342
"fOTU561",0.00330724647172468,6.5490029143063e-05,0.00347097154458234,3.27450145715315e-05,0.00209568093257802,0,0.0017682307868627,0.000589410262287567,9.82350437145945e-05,0.000130980058286126,0.00127705556828973,3.27450145715315e-05,0.000523920233144504,6.5490029143063e-05,0.000196470087429189,0.000294705131143783,0,0,0.00108058548086054,0.000360195160286846
"fOTU1185",0.00962703428403026,0.000720390320573693,0,0,0.00127705556828973,0,0,6.5490029143063e-05,0.000261960116572252,0,0.0116899702020367,0.00108058548086054,0,0,0,0,0,0,0.00700743311830774,0.00144078064114739
"fOTU842",0.000392940174858378,0.00134254559743279,0,0.000916860408002882,0,0,0,0,0.000294705131143783,0,0.000392940174858378,0,0,0,0,0,0,0,0.000261960116572252,0
"fOTU271",0,0.00144078064114739,0,0,0.000294705131143783,0,0,0.000130980058286126,0.000491175218572972,0,0.000261960116572252,0.00065490029143063,0,0,0,0,0,0,0,0
"fOTU1212",0.000196470087429189,0,3.27450145715315e-05,0.00933232915288647,0.000130980058286126,0,0,3.27450145715315e-05,0.000196470087429189,0,0,3.27450145715315e-05,0.000163725072857657,0,0,0,0,0,6.5490029143063e-05,0.000196470087429189
"fOTU1313",0.0304201185369527,3.27450145715315e-05,0.085333507973411,0.000491175218572972,0.0924064311208618,0.000982350437145945,0.05046006745473,0.00484626215658666,0.0064507678705917,0.0011460755100036,0.0449261599921412,0.00209568093257802,0.0422410687972756,0.000196470087429189,0.00871017387602738,0.0247224860015063,0.000622155276859098,6.5490029143063e-05,0.107305412750909,0.00815350862831134
"fOTU409",6.5490029143063e-05,0,0.00153901568486198,0,0.0017682307868627,0,0.000327450145715315,0.000130980058286126,0,0,0.000851370378859819,0,0.000130980058286126,0,9.82350437145945e-05,0,0,0,0.000785880349716756,0
"fOTU1264",3.27450145715315e-05,0,0,0,0,0,3.27450145715315e-05,0.000130980058286126,0.000130980058286126,0,0,0,0.00157176069943351,3.27450145715315e-05,0,0,0,0,0.000622155276859098,0.000556665247716035
"fOTU1026",0.000622155276859098,0,0.000523920233144504,0,0,0,0,0,0.00425685189429909,0.00628704279773405,0,0,0.000294705131143783,0,0,0.000130980058286126,0,0,0.000130980058286126,0.00127705556828973
"fOTU553",0.0041586168505845,6.5490029143063e-05,0.00288156128229477,3.27450145715315e-05,0.00144078064114739,0,0.00203019090343495,0.000785880349716756,0.000458430204001441,6.5490029143063e-05,0.00376567667572612,6.5490029143063e-05,0.00150627067029045,9.82350437145945e-05,9.82350437145945e-05,0.00022921510200072,6.5490029143063e-05,0,0.00206293591800648,0.0011460755100036
"fOTU1509",9.82350437145945e-05,0.027047382036085,0,0.00834997871574053,0,0,3.27450145715315e-05,0.00206293591800648,0.00147352565571892,0.0278332623858018,0,0.00749860833688071,0.000556665247716035,0.00173548577229117,0,0.02180817970464,0,0.0508857526441599,0,0.0139166311929009
"fOTU754",0.000261960116572252,0.00140803562657585,0,0.00163725072857657,0,0,0.000720390320573693,6.5490029143063e-05,0.00022921510200072,0,0,0,0,0,0,0,0,0,0,0.000294705131143783
"fOTU2317",0.000458430204001441,0,0,0,0,0,3.27450145715315e-05,0,0.00265234618029405,0,0,0,0.00137529061200432,0.00022921510200072,0,0,0,0,0.000294705131143783,0.0011460755100036
"fOTU1067",0,0,0,0.00609057271030486,0,0,0,0.00203019090343495,0.00150627067029045,0.0376240217426897,0,0,0.000261960116572252,0.000949605422574413,0,0.00153901568486198,0,0,0.000130980058286126,6.5490029143063e-05
"fOTU1063",0,0,0,0.00779331346802449,0,0,0,0.00111333049543207,0.000163725072857657,0.00166999574314811,0,0.000196470087429189,0,0,0,0.0022921510200072,0,0.000785880349716756,0,9.82350437145945e-05
"fOTU3854",0.00550116244801729,0.00127705556828973,0.00333999148629621,0,0.00219391597629261,0,0.00376567667572612,0.00284881626772324,0,0,0.0157176069943351,0.00484626215658666,0.00222666099086414,0.000491175218572972,0.000261960116572252,0.00193195585972036,0,0.00383116670486918,0.00137529061200432,0.00022921510200072
"fOTU3645",0.015029961688333,0.0165034873440519,0.0117882052457513,0.0323193293821016,0.0713186417367956,0,0.0023903860637218,0.00933232915288647,0.0490192868135826,0.00576312256458954,0.0172238776646256,0.00288156128229477,0.00409312682144144,6.5490029143063e-05,0.000392940174858378,0.0181407380726284,0,0.00111333049543207,0.0212515144569239,0.00320901142801009
"fOTU1350",0,0,0.000196470087429189,0,3.27450145715315e-05,0,9.82350437145945e-05,0,0.0012443105537182,0,0.000523920233144504,0.000196470087429189,0.000458430204001441,0.000196470087429189,3.27450145715315e-05,0,0,0,3.27450145715315e-05,0.000458430204001441
"fOTU692",0.000130980058286126,3.27450145715315e-05,0.000261960116572252,6.5490029143063e-05,0.000458430204001441,0,0.00088411539343135,0.000130980058286126,0.000130980058286126,9.82350437145945e-05,0.000294705131143783,6.5490029143063e-05,0.000327450145715315,0,6.5490029143063e-05,0.000261960116572252,0,0,3.27450145715315e-05,3.27450145715315e-05
"fOTU1172",0.00212842594714955,0,0.000851370378859819,0,9.82350437145945e-05,0,0.0943056419660107,0.00022921510200072,0.00232489603457874,0.0089393889780281,0.00157176069943351,0,9.82350437145945e-05,0,0,0,0,0,0.00140803562657585,0.00127705556828973
"fOTU1476",0,0,0,0.000163725072857657,0,0,0,3.27450145715315e-05,0,0.00183372081600576,0,0.00134254559743279,9.82350437145945e-05,0.000360195160286846,0,0,0,0.00183372081600576,0,0.000163725072857657
"fOTU1002",0.00022921510200072,0,0,0,0.000163725072857657,0,0.00219391597629261,0.00144078064114739,0.0146697665280461,0.00533743737515963,0.000622155276859098,0,0.000130980058286126,0,3.27450145715315e-05,0,0,0,0.000163725072857657,0
"fOTU996",0.0035364615737254,0.0250499361472216,0.00242313107829333,0.0336291299649628,0.0011460755100036,0,0.0023903860637218,0.152788237990766,0.0296669832018075,0.155244114083631,0.000982350437145945,0.00271783620943711,0.0017682307868627,0.0059268476374472,3.27450145715315e-05,0.0243295458266479,0,0.0244277808703625,0.00157176069943351,0.0082189986574544
"fOTU316",0.000360195160286846,0,0.00232489603457874,0,0.00232489603457874,0,0.00248862110743639,9.82350437145945e-05,0.00281607125315171,0,0.000196470087429189,0,9.82350437145945e-05,0,6.5490029143063e-05,0,3.27450145715315e-05,0,0.00160450571400504,0.000491175218572972
"fOTU954",0.00379842169029765,0,0.00108058548086054,0.0047807721274436,0.00432234192344216,0,0.00271783620943711,0.00923409410917188,0.0254756213366515,0,0.000294705131143783,0.00461704705458594,0.00065490029143063,0.00121156553914666,0.000261960116572252,0.0187956383640591,6.5490029143063e-05,0.000753135335145224,0.00137529061200432,0.00471528209830053
"fOTU152",0.010969579881463,0.0011460755100036,0.0305183535806673,0.00304528635515243,0.0576312256458954,0.115000491175219,0.0471200759684338,0.0017682307868627,0.0105438946920331,0.0106748747503193,0.0256720914240807,0.0011460755100036,0.02544287632208,6.5490029143063e-05,0.00523920233144504,0.0132944759160418,0.000327450145715315,0.0023903860637218,0.0583516159664691,0.00392940174858378
"fOTU1334",0.000130980058286126,0,0,0,6.5490029143063e-05,0,0.000163725072857657,0.000130980058286126,0,0,0.000622155276859098,0,0.000523920233144504,0.000163725072857657,6.5490029143063e-05,0,0,0,0.000196470087429189,0.00117882052457513
"fOTU2983",0.00297979632600937,0,0.00265234618029405,0,0.0011460755100036,0,0,0.000491175218572972,0.000523920233144504,0.00412587183601297,0.00219391597629261,0.00101509545171748,0.00216117096172108,0.00183372081600576,0.000130980058286126,0,0,0,0.00117882052457513,0.00209568093257802
"fOTU431",0.000327450145715315,0,0.00222666099086414,0.0075968433805953,0,0,0.00137529061200432,0.00776056845345296,0.00559939749173188,0,0.000491175218572972,0.00173548577229117,0.00245587609286486,0,0,0.000360195160286846,0,0,0,0.000687645306002161
"fOTU255",0,0.00137529061200432,0,0.00203019090343495,0,0,0,0.000130980058286126,0.000392940174858378,0.0106093847211762,0,0.00510822227315891,9.82350437145945e-05,0.00304528635515243,0,0.00111333049543207,0,0.00527194734601657,0,0.000163725072857657
"fOTU1397",0.00910311405088575,0,0.00160450571400504,0.000425685189429909,0.00681096303087855,0,0.0103146795900324,0.000163725072857657,0.0274075771963719,0,0.0259340515406529,0,0.00933232915288647,3.27450145715315e-05,0.00268509119486558,0.000360195160286846,0.00117882052457513,0,0.0312714889158126,0.00373293166115459
"fOTU651",0.00121156553914666,0,6.5490029143063e-05,0,3.27450145715315e-05,0,0.00121156553914666,0.000360195160286846,0.000130980058286126,0,0,0,0.00304528635515243,0,0.000687645306002161,0.00370018664658306,0,0,0,0.00507547725858738
"fOTU5634",0.000163725072857657,0,0,0,6.5490029143063e-05,0,0.000556665247716035,0.000130980058286126,0.000753135335145224,0,0,0,0.00203019090343495,0.00163725072857657,3.27450145715315e-05,0,9.82350437145945e-05,0,0.000491175218572972,0
"fOTU1227",0.000916860408002882,0,0.000392940174858378,0,0.00163725072857657,0,0,0,0,0,0.000130980058286126,0,0.00212842594714955,0,0.000163725072857657,0,0,0,0,0
"fOTU879",3.27450145715315e-05,0,3.27450145715315e-05,0,9.82350437145945e-05,0,0.000294705131143783,0.00101509545171748,0.0011460755100036,0,0,0,0.00163725072857657,0.00111333049543207,0,0,0,0,0.000261960116572252,0
