"","dataset1_1","dataset1_2","dataset1_3","dataset1_4","dataset1_5","dataset1_6","dataset1_7","dataset1_8","dataset1_9","dataset1_10","dataset1_11","dataset1_12","dataset1_13","dataset1_14","dataset1_15","dataset1_16","dataset1_17","dataset1_18","dataset1_19","dataset1_20"
"fOTU393",0.0416844035495596,0,0.00366744163201153,0.0152591767903337,0.00065490029143063,0,0.000491175218572972,0.00137529061200432,0.00445332198172828,0.00284881626772324,0.013490946003471,0.00527194734601657,0.00497724221487279,0.000196470087429189,0,0,6.5490029143063e-05,0,0.00494449720030125,0.000687645306002161
"fOTU4021",0.000589410262287567,0.00140803562657585,0.00022921510200072,0.000294705131143783,3.27450145715315e-05,0,0,0.00101509545171748,0.00022921510200072,0.0017682307868627,0.000130980058286126,0.00206293591800648,0,0.0430596941615639,0,0.0109368348668915,0,0.00189921084514883,0.000785880349716756,0.0089393889780281
"fOTU1342",0,0,0,0,0.000196470087429189,0,9.82350437145945e-05,0.000163725072857657,0.00160450571400504,0,0.000196470087429189,0,0,0.000392940174858378,0,0,0,0,9.82350437145945e-05,0.000589410262287567
"fOTU618",0,0,0,0,0.000523920233144504,0.624283702806248,0.000163725072857657,0,0.000491175218572972,0,0,0,0,0,0,9.82350437145945e-05,0,0.000425685189429909,0,0.000425685189429909
"fOTU1440",0.000949605422574413,0.00779331346802449,6.5490029143063e-05,0.00671272798716395,0.000556665247716035,0,0.000130980058286126,0.00566488752087495,0.00700743311830774,0.00969252431317332,0.000261960116572252,0.00327450145715315,0.000327450145715315,0.00265234618029405,0,0.0017682307868627,0,0.00871017387602738,0.00065490029143063,0.00779331346802449
"fOTU886",0.00022921510200072,0.0022921510200072,0.000589410262287567,0,0.000327450145715315,0,0.000130980058286126,0.00022921510200072,0.00311077638429549,0.000392940174858378,0,0,0,3.27450145715315e-05,0,6.5490029143063e-05,0,3.27450145715315e-05,0.000163725072857657,0
"fOTU5158",3.27450145715315e-05,0.00550116244801729,6.5490029143063e-05,0.000916860408002882,0,0,0,0,0,0,0,6.5490029143063e-05,0,6.5490029143063e-05,0,0,0,0,0.000130980058286126,0
"fOTU727",0.000982350437145945,0,0.000163725072857657,0,0.00137529061200432,0,0,0.000392940174858378,0,0,0.000261960116572252,0,0,0,6.5490029143063e-05,0,0,0,0,0
"fOTU3036",0.00108058548086054,0,0.000982350437145945,0.000491175218572972,0.00487900717115819,0,0.00907036903631422,0.00108058548086054,0.0157503520089066,0,0.000589410262287567,0,3.27450145715315e-05,0,0.000261960116572252,9.82350437145945e-05,0,0.00360195160286846,0.00252136612200792,9.82350437145945e-05
"fOTU4564",0.000818625364288287,0.00150627067029045,0.00455155702544288,0.00442057696715675,0.00854644880316972,0,0.00333999148629621,0.00180097580143423,0.00212842594714955,0.00216117096172108,0.0272765971380857,0.00147352565571892,0.00671272798716395,0.00117882052457513,0.00556665247716035,0.0129342807557549,0.000556665247716035,0,0.00232489603457874,0.00258685615115099
"fOTU1250",0.000327450145715315,0,0.000556665247716035,0,0,0,0.000294705131143783,0,0.000163725072857657,0,0.000392940174858378,0,0.00127705556828973,0,0,0,0,0,0,0
"fOTU335",0.000261960116572252,0.00255411113657946,0.00134254559743279,0,9.82350437145945e-05,0,0,0.000130980058286126,0.000425685189429909,0,0,0.00402763679229837,0.000294705131143783,0,0,0.000556665247716035,0,0,0.000163725072857657,0.00199744588886342
"fOTU583",0.000196470087429189,0,0.000622155276859098,0.000130980058286126,0.000425685189429909,0,0,0,0.0012443105537182,0,0,0,0.000130980058286126,0,0,0,0,0,0.000458430204001441,0
"fOTU1138",0.00258685615115099,0.00648351288516323,0.00609057271030486,0.00684370804545008,0.00913585906545728,0,0.0177150528831985,0.00242313107829333,0.00880840891974197,0,0.0112315399980353,0,0.00795703854088215,0.00370018664658306,0.00193195585972036,0.00605782769573332,0.000261960116572252,0,0.0112970300271784,0.00566488752087495
"fOTU1368",0,0,0.000163725072857657,0,0.000130980058286126,0,0,0.000360195160286846,9.82350437145945e-05,0,0.00157176069943351,0.000949605422574413,0.000589410262287567,0.000261960116572252,0,0.00127705556828973,0,0.0064507678705917,0,0.00166999574314811
"fOTU6155",0,0,0,0,0.000360195160286846,0,0.000130980058286126,0,0.00389665673401225,0,0.000163725072857657,0,0,0,0.000130980058286126,0,0,0,0.000163725072857657,0.000687645306002161
"fOTU2472",0.000294705131143783,0,0.00088411539343135,0,0.00789154851173909,0,0.00674547300173549,0.0151281967320475,0.0023903860637218,0,0.00913585906545728,0.000425685189429909,0,0.012999770784898,0.000916860408002882,0,0.000196470087429189,0,0.000163725072857657,0
"fOTU645",0.0400798978355545,0,0.200792429352631,0.00189921084514883,0.0541602541013131,0,0.0506237925275877,0.00602508268116179,0.00101509545171748,0,0.022921510200072,0,0.0614623923507646,0.00245587609286486,0.008317233701169,0.171321916238253,0,0,0.00923409410917188,0.016143292183765
"fOTU2809",0.000589410262287567,3.27450145715315e-05,0.000556665247716035,0,0.000294705131143783,0,0.000294705131143783,9.82350437145945e-05,3.27450145715315e-05,0,0.000523920233144504,3.27450145715315e-05,0.000261960116572252,3.27450145715315e-05,9.82350437145945e-05,3.27450145715315e-05,9.82350437145945e-05,0,0.000327450145715315,0.00022921510200072
"fOTU1166",0.00108058548086054,0,0.00294705131143783,0,0.00225940600543567,0,0.00022921510200072,0.000785880349716756,0.00160450571400504,0,0.0030125413405809,0.00540292740430269,0,0.000687645306002161,3.27450145715315e-05,0.00144078064114739,0,0,0.00065490029143063,3.27450145715315e-05
"fOTU4635",0.00402763679229837,0.0125413405808966,0.000425685189429909,0.00553390746258882,0.000327450145715315,0,0,0.00350371655915387,0.000294705131143783,0.000491175218572972,0.0011460755100036,0.0053046923605881,0.00022921510200072,0.00900487900717116,0.000523920233144504,0.0168964275189102,0.000425685189429909,0.00288156128229477,0.00956154425488719,0.0152264317757621
"fOTU919",0.000622155276859098,0,0.000196470087429189,0.00255411113657946,0,0,0,9.82350437145945e-05,0.000916860408002882,0,9.82350437145945e-05,0,0,0,0,0.00199744588886342,0,0,0,0
"fOTU604",0.000818625364288287,0,0.000196470087429189,0,0.0921772160188611,0,0,0.0040603818068699,0.000130980058286126,0,0,0,0.00157176069943351,0,3.27450145715315e-05,0,0,0,0,0.00022921510200072
"fOTU1333",0,0,0.000261960116572252,0.00851370378859819,0,0,0,0,0,0,0,0,3.27450145715315e-05,0.00628704279773405,0,0.000392940174858378,0,0.00504273224401585,0,0
"fOTU297",0.000196470087429189,0.00140803562657585,3.27450145715315e-05,0,9.82350437145945e-05,0,0.00101509545171748,6.5490029143063e-05,0.000458430204001441,0,0.0030125413405809,0,0,0.000327450145715315,0.00183372081600576,0.00088411539343135,0,0,0.000261960116572252,0
"fOTU934",0,0,6.5490029143063e-05,0,0,0,6.5490029143063e-05,0.00104784046628901,0.0022921510200072,0,0.00022921510200072,0,0.000130980058286126,0.000753135335145224,0,0,3.27450145715315e-05,0,6.5490029143063e-05,3.27450145715315e-05
"fOTU53",0.00386391171944072,0,0.00923409410917188,0.00271783620943711,0.0180425030289138,0,0.0040603818068699,0.00022921510200072,0.00618880775401945,0,0.00576312256458954,0.000556665247716035,0.000916860408002882,3.27450145715315e-05,0.00160450571400504,0,0,0,0.0131634958577557,0
"fOTU1188",0.000622155276859098,0,3.27450145715315e-05,0,0,0,0.000130980058286126,0.000556665247716035,0.000327450145715315,0.00150627067029045,0.000589410262287567,0.000622155276859098,0.000130980058286126,3.27450145715315e-05,0,0,0,0.00307803136972396,0,0
"fOTU1496",0.00340548151543927,0,0.00834997871574053,0,0.000392940174858378,0,0.00317626641343855,0.000458430204001441,0,0,0.00825174367202593,0.00474802711287207,0.00497724221487279,0.000261960116572252,0.000196470087429189,0.0112642850126068,0,0.0281934575460886,0.00304528635515243,0.00134254559743279
"fOTU135",0.000327450145715315,0,0.000327450145715315,0.000982350437145945,0,0,0.000196470087429189,0.000425685189429909,0.0035364615737254,0,0.00127705556828973,0.00212842594714955,0,0,0,0,0,0,0.000261960116572252,0
"fOTU976",0.00022921510200072,0,9.82350437145945e-05,0,0.000294705131143783,0,0.000425685189429909,0.00022921510200072,0,0.00265234618029405,0.000261960116572252,0,3.27450145715315e-05,0,3.27450145715315e-05,0,0,0,9.82350437145945e-05,0
"fOTU681",0.000720390320573693,0,0.0022921510200072,0,0.000589410262287567,0,0.00212842594714955,0.000294705131143783,0.000785880349716756,0,0.000949605422574413,0,0.00022921510200072,0,0,0,0,0,0.000818625364288287,0
"fOTU3534",0,0,0.000392940174858378,0,0,0,3.27450145715315e-05,9.82350437145945e-05,0.000720390320573693,0,6.5490029143063e-05,0.0115589901437506,0.00265234618029405,0,0,0,0,0.000491175218572972,0.000425685189429909,0.00144078064114739
"fOTU333",0.00170274075771964,0.000360195160286846,0.004682537083729,0,0.000851370378859819,0,0.00258685615115099,0.00360195160286846,0.000458430204001441,0,0.00514096728773044,0.0011460755100036,0.00579586757916107,0.000491175218572972,0.000327450145715315,0.00284881626772324,0,0,0.0023903860637218,0
"fOTU6534",0.000294705131143783,0,0.000392940174858378,0,0.000622155276859098,0,0.000163725072857657,0,0,0,0.000392940174858378,0,0.00203019090343495,0,9.82350437145945e-05,0,0,0,0.000425685189429909,0
"fOTU237",0.198565768361767,0,0,0,0.00186646583057729,0,0.00314352139886702,0.00271783620943711,0,0,0.00484626215658666,0.00271783620943711,0.000982350437145945,0.00936507416745801,0,0,0,0,0.00704017813287927,0.000949605422574413
"fOTU6053",0,0.0133599659451848,0,0,0,0,0,0.00104784046628901,0,0.00199744588886342,0,0.00022921510200072,0,0.00209568093257802,0,0.00383116670486918,0,0.00841546874488359,0,0.00720390320573693
"fOTU380",6.5490029143063e-05,0.00474802711287207,0.000163725072857657,0,0,0,0,9.82350437145945e-05,0.000753135335145224,0,0.000327450145715315,0.000130980058286126,0,0.00022921510200072,0,0.00022921510200072,0,0,0,0
"fOTU510",0.00173548577229117,0,0.00225940600543567,0,0.000491175218572972,0,0,0.00022921510200072,0,0,0.000523920233144504,0,0.000163725072857657,0,3.27450145715315e-05,0.00261960116572252,0,0,0,0
"fOTU133",0.000130980058286126,0,0,0.00366744163201153,0,0,0,0.000163725072857657,0,0,0.000130980058286126,0.00022921510200072,0,0,0,0,0,0,3.27450145715315e-05,0
"fOTU966",0.000425685189429909,0.000327450145715315,0.000327450145715315,0.000294705131143783,0.000982350437145945,0,0.00130980058286126,9.82350437145945e-05,0.00121156553914666,0.00022921510200072,0.00340548151543927,9.82350437145945e-05,0.00275058122400864,0.000196470087429189,0.000163725072857657,0.000196470087429189,0,9.82350437145945e-05,0.00252136612200792,0.000392940174858378
"fOTU44",0,0,0.000130980058286126,9.82350437145945e-05,0.00022921510200072,0,3.27450145715315e-05,0.00153901568486198,9.82350437145945e-05,0,0.000425685189429909,6.5490029143063e-05,3.27450145715315e-05,6.5490029143063e-05,0.000130980058286126,0,0,0,0.000163725072857657,0.000327450145715315
"fOTU3278",0.00088411539343135,0.00183372081600576,0.00022921510200072,0,0.00363469661743999,0,0.000916860408002882,0.00150627067029045,0.000458430204001441,0.00838272373031206,0.00317626641343855,0.000491175218572972,0.000818625364288287,9.82350437145945e-05,3.27450145715315e-05,0.000687645306002161,0,0.00088411539343135,0.00648351288516323,0.00225940600543567
"fOTU1066",0.000294705131143783,0,3.27450145715315e-05,0.00451881201087135,0.000294705131143783,0,0.000360195160286846,0.00615606273944792,0.00144078064114739,0.00609057271030486,0.000982350437145945,0.00111333049543207,0.00160450571400504,0,0,0.00275058122400864,0,0.00537018238973116,0.000261960116572252,0.00121156553914666
"fOTU822",0.000851370378859819,3.27450145715315e-05,0.00193195585972036,3.27450145715315e-05,0.00160450571400504,0,0.00242313107829333,9.82350437145945e-05,0.000589410262287567,9.82350437145945e-05,0.00134254559743279,6.5490029143063e-05,0.00101509545171748,0,0,0.000392940174858378,0,3.27450145715315e-05,0.000687645306002161,0.000130980058286126
"fOTU3212",0.00121156553914666,0,6.5490029143063e-05,0,0,0,0,3.27450145715315e-05,0.00127705556828973,0,0.000491175218572972,0,0,0.000130980058286126,0,0,3.27450145715315e-05,0,0.000360195160286846,0
"fOTU987",0.00022921510200072,0,0.000556665247716035,0.00288156128229477,0,0,3.27450145715315e-05,6.5490029143063e-05,0,0.000818625364288287,9.82350437145945e-05,0.000130980058286126,0,0,0,0,0,0,0,0.00088411539343135
"fOTU650",0.00445332198172828,0,0.00517371230230197,0,0.000130980058286126,0,0.00209568093257802,0.00163725072857657,0.00399489177772684,0,9.82350437145945e-05,0,0,0,0,0,0,0,0,0
"fOTU3514",0.000687645306002161,6.5490029143063e-05,0.00104784046628901,0,0.000196470087429189,0,0.00065490029143063,0.000163725072857657,6.5490029143063e-05,3.27450145715315e-05,0.000589410262287567,3.27450145715315e-05,0.000196470087429189,0,0,3.27450145715315e-05,3.27450145715315e-05,0,0.000130980058286126,0.000425685189429909
"fOTU749",0,0,0.000851370378859819,0,6.5490029143063e-05,0,0,0,0.00916860408002882,0,0.00065490029143063,0,0.000360195160286846,6.5490029143063e-05,3.27450145715315e-05,0.000622155276859098,0,0,0.000753135335145224,0
"fOTU1223",0.000196470087429189,0.00376567667572612,0,0,0,0,0,0.000130980058286126,0.00022921510200072,0,0,9.82350437145945e-05,0.000163725072857657,0,0,0,0,0,0.000261960116572252,0
"fOTU3432",0.00022921510200072,0,0.000622155276859098,0,0.000163725072857657,0,3.27450145715315e-05,6.5490029143063e-05,0.00121156553914666,0,0.000130980058286126,0.000163725072857657,3.27450145715315e-05,0,3.27450145715315e-05,0.000130980058286126,0,0,0.00127705556828973,0.000261960116572252
"fOTU82",0.00268509119486558,0,0.0194177936409182,0,0.00304528635515243,0,0.00933232915288647,0.00333999148629621,0.00363469661743999,0,0.0131634958577557,0.000818625364288287,0.0596941615639019,0.00170274075771964,0.000851370378859819,0.00183372081600576,3.27450145715315e-05,0.00442057696715675,0.0165034873440519,0.00392940174858378
"fOTU835",9.82350437145945e-05,0,3.27450145715315e-05,0,6.5490029143063e-05,0,0.000130980058286126,3.27450145715315e-05,0.00252136612200792,0,0.000425685189429909,0,0.000130980058286126,0,0,3.27450145715315e-05,0,0,0.000589410262287567,3.27450145715315e-05
"fOTU1515",3.27450145715315e-05,0,0,3.27450145715315e-05,0,0,0.000458430204001441,0.000622155276859098,0.00130980058286126,0,3.27450145715315e-05,0,0.00370018664658306,0.00111333049543207,3.27450145715315e-05,0.000589410262287567,3.27450145715315e-05,0.00130980058286126,0.000196470087429189,0.00216117096172108
"fOTU1814",0.00252136612200792,0,0.00798978355545368,0.00304528635515243,0.00540292740430269,0,0.00504273224401585,0.0719735420282262,0.00537018238973116,6.5490029143063e-05,0.0212842594714955,0.00104784046628901,0.00500998722944432,0.00573037755001801,0.00170274075771964,0.000622155276859098,0.000130980058286126,0.00399489177772684,0.00248862110743639,0.00537018238973116
"fOTU652",0.00419136186515603,0,0.00288156128229477,3.27450145715315e-05,0.00435508693801369,0,0.0041586168505845,0.00170274075771964,0.00422410687972756,0,0.00203019090343495,0.000589410262287567,0.000360195160286846,6.5490029143063e-05,0.000196470087429189,0.00163725072857657,3.27450145715315e-05,3.27450145715315e-05,0.00121156553914666,0.00166999574314811
"fOTU299",0.000130980058286126,0.0023903860637218,0,0,0,0,0,0.00022921510200072,0,0,0,0.000196470087429189,0,0.000130980058286126,0,0.000523920233144504,0,0.00163725072857657,0,0
"fOTU1324",0,0,0,0,0,0,3.27450145715315e-05,0,0,0,0,0,0.00180097580143423,0.00163725072857657,9.82350437145945e-05,0.000851370378859819,0,0,0.000589410262287567,0
"fOTU4175",0.0076950784243099,0.0040603818068699,0.000720390320573693,0,9.82350437145945e-05,0,9.82350437145945e-05,6.5490029143063e-05,0.000687645306002161,0.00173548577229117,0.000360195160286846,0,0,0.000720390320573693,0,0,0,0,0.000392940174858378,0
"fOTU1245",0.000851370378859819,0.00419136186515603,0.00314352139886702,0,0.00733488326402305,0,0.00527194734601657,0.00573037755001801,0.00252136612200792,0,0.00245587609286486,0.00117882052457513,0.0220046497920692,0.00153901568486198,0.00294705131143783,0.00602508268116179,0.000163725072857657,0.00599233766659026,0.00419136186515603,0.00163725072857657
"fOTU1215",0.000360195160286846,0.00599233766659026,3.27450145715315e-05,0,0.000360195160286846,0,0,0,0,0,0.00134254559743279,0.00514096728773044,0,0,0,0,0,0,0.000916860408002882,0.000327450145715315
"fOTU3620",0.000458430204001441,0,9.82350437145945e-05,0,0.000261960116572252,0,0,0.00166999574314811,0,0,0.00065490029143063,0.00065490029143063,0,0.000523920233144504,6.5490029143063e-05,0.000851370378859819,0,0.000523920233144504,0.00065490029143063,9.82350437145945e-05
"fOTU4258",0.000720390320573693,0,0.000491175218572972,0,0.00196470087429189,0,0.000130980058286126,0.00121156553914666,0,0.00183372081600576,0.000753135335145224,0.00288156128229477,0.000163725072857657,0,0.000261960116572252,0,0.00022921510200072,0,9.82350437145945e-05,0.000491175218572972
"fOTU997",0.000130980058286126,0,0.0029143062968663,0.00166999574314811,0.00196470087429189,0,0.00225940600543567,0.000327450145715315,0.0259667965552245,0.00255411113657946,0.00340548151543927,0.000425685189429909,0.000458430204001441,0,0.000360195160286846,0,0,0,0.00111333049543207,0.00140803562657585
"fOTU2325",0.00180097580143423,0,0.000196470087429189,0.0137529061200432,0.000916860408002882,0,0.000589410262287567,0.000916860408002882,0.0440747896132814,0,0.00242313107829333,0,0.00108058548086054,0,0.00844821375945512,0,3.27450145715315e-05,0,0.000261960116572252,0.00140803562657585
"fOTU3531",0.000392940174858378,0.000261960116572252,0.000327450145715315,0.000556665247716035,0.000392940174858378,0,0.000327450145715315,0.000360195160286846,0.00022921510200072,0.000360195160286846,0.000130980058286126,0.000196470087429189,0.000130980058286126,9.82350437145945e-05,3.27450145715315e-05,0.000622155276859098,0,9.82350437145945e-05,3.27450145715315e-05,0.000818625364288287
"fOTU1363",0,0,0,0.000425685189429909,0,0,0,0.000163725072857657,0,0,0,3.27450145715315e-05,0,0.000425685189429909,0,0.00209568093257802,0,0,0,0.00104784046628901
"fOTU979",0,0.00022921510200072,0.000785880349716756,0.000687645306002161,0,0,3.27450145715315e-05,0.000163725072857657,0.000818625364288287,0.000720390320573693,0.000130980058286126,0,0,0,0,0,0,0,0,0
"fOTU671",0,0.000523920233144504,0,0,0,0,3.27450145715315e-05,0,0,0.000392940174858378,0.00242313107829333,0,0,0,3.27450145715315e-05,0,0,0,3.27450145715315e-05,0
"fOTU145",0.00180097580143423,0,0.00209568093257802,0,0.00297979632600937,0,0.00311077638429549,6.5490029143063e-05,0.00121156553914666,0.000294705131143783,0.00153901568486198,3.27450145715315e-05,0.00163725072857657,0,9.82350437145945e-05,0.000360195160286846,0,0,0.0011460755100036,0.000425685189429909
"fOTU9",0.000720390320573693,0.000982350437145945,9.82350437145945e-05,0,0.000130980058286126,0,0.00232489603457874,0.00144078064114739,0.000687645306002161,0,0.00022921510200072,0,0.00163725072857657,0,0.000556665247716035,0.00134254559743279,0,0,0.00546841743344576,0.000818625364288287
"fOTU1249",0.00753135335145224,0,0.0190248534660598,0.0118864402894659,0.00186646583057729,0,0.00808801859916828,0.000982350437145945,0.00733488326402305,0,0.00333999148629621,0.00111333049543207,0.0107731097940339,0.00022921510200072,0.00180097580143423,0.00219391597629261,0,0,0.0186974033203445,0.0119846753331805
"fOTU3116",0.00134254559743279,0,0.000589410262287567,0,0.00104784046628901,0,0.00127705556828973,3.27450145715315e-05,0.00556665247716035,3.27450145715315e-05,0.00199744588886342,3.27450145715315e-05,0.0012443105537182,3.27450145715315e-05,6.5490029143063e-05,3.27450145715315e-05,0,0,0.00147352565571892,0.000556665247716035
"fOTU1131",0.00268509119486558,0,0.000622155276859098,0,0,0,0.000163725072857657,0.000753135335145224,0,0,0.00599233766659026,0.00278332623858018,0.000458430204001441,0,0.000261960116572252,0,0,0,0.000556665247716035,0.000425685189429909
"fOTU249",0.0161105471691935,0.02907757293952,0.0110023248960346,0.00651625789973477,0.00278332623858018,0,0.00317626641343855,0.00808801859916828,0.000622155276859098,0,0.00144078064114739,0,0.00988899440060251,0.000720390320573693,0.000851370378859819,0.00396214676315531,0,0,0.00717115819116539,0.00180097580143423
"fOTU1140",0.000720390320573693,0,0.00553390746258882,0.00117882052457513,0.000916860408002882,0,0.00186646583057729,0.0108058548086054,0.00278332623858018,0,0.00736762827859458,0.00153901568486198,0.000916860408002882,0.000491175218572972,0.00022921510200072,0,0,0,0.0030125413405809,0
"fOTU1086",0.000360195160286846,0,0.000261960116572252,0,0.00104784046628901,0,0.000196470087429189,0,0.00412587183601297,0.00327450145715315,0.00170274075771964,0,0.000261960116572252,0,0.000163725072857657,0.00117882052457513,0,0,0.000753135335145224,0
"fOTU454",0.000851370378859819,0.00288156128229477,0.000294705131143783,0.00186646583057729,0,0,3.27450145715315e-05,0.000523920233144504,0.00065490029143063,0,6.5490029143063e-05,0.000360195160286846,9.82350437145945e-05,0,0,0.000327450145715315,0,0,0.00111333049543207,0
"fOTU580",0.00166999574314811,0,0.00373293166115459,0.00121156553914666,0.00261960116572252,0,0.00193195585972036,0.0012443105537182,0.00956154425488719,0,0.00399489177772684,0.000916860408002882,0.00386391171944072,6.5490029143063e-05,0.000294705131143783,0.00137529061200432,6.5490029143063e-05,0,0.00386391171944072,0.000556665247716035
"fOTU50",0.000327450145715315,0,0,0,0,0,0,0,0.000785880349716756,0,0.000589410262287567,0,0,3.27450145715315e-05,0,0,0,0,0.000622155276859098,0.000785880349716756
"fOTU5593",9.82350437145945e-05,3.27450145715315e-05,0.00166999574314811,0,0.000556665247716035,0,0.000392940174858378,0.00317626641343855,0.00203019090343495,0.00307803136972396,0.0059268476374472,0,0,3.27450145715315e-05,0.00104784046628901,3.27450145715315e-05,3.27450145715315e-05,0,0.000523920233144504,0
"fOTU661",0.000523920233144504,0,0.00140803562657585,0,0.00180097580143423,0,0.000916860408002882,0.0108385998231769,0.00206293591800648,0,0.00173548577229117,0.00130980058286126,0.000261960116572252,0.0012443105537182,0.00153901568486198,0.00445332198172828,0,0,0.000360195160286846,0.000949605422574413
"fOTU2191",0.00022921510200072,0,0.00206293591800648,0.00225940600543567,0.000687645306002161,0,0.000523920233144504,0.00163725072857657,0.000392940174858378,0,3.27450145715315e-05,0,0.000163725072857657,0,3.27450145715315e-05,0.000392940174858378,0,0.000130980058286126,3.27450145715315e-05,0.000392940174858378
"fOTU4575",9.82350437145945e-05,0.00261960116572252,9.82350437145945e-05,0.000785880349716756,0,0.133730639510135,0.000294705131143783,0,0.000458430204001441,0,0.00147352565571892,0.000327450145715315,0,0.000130980058286126,0.000720390320573693,0.000392940174858378,0.000949605422574413,0.00255411113657946,0,0.000392940174858378
"fOTU1431",0.00173548577229117,0.00104784046628901,0.00183372081600576,0.0191885785389175,0.00121156553914666,0,0.000589410262287567,0.00117882052457513,0.0355938308392547,0.0476112511870068,0,0.000458430204001441,0.000687645306002161,0,0,0.00749860833688071,0,0,0.000196470087429189,0.00491175218572972
"fOTU1406",0,0,0,0.000458430204001441,0.000163725072857657,0,0,9.82350437145945e-05,0,0.000785880349716756,0,0,9.82350437145945e-05,0,0,0.0011460755100036,0,0.000261960116572252,0.00022921510200072,0
"fOTU49",0.00284881626772324,0.00108058548086054,0.00776056845345296,0.00235764104915027,0.00474802711287207,0,0.00461704705458594,0.0118536952748944,0.0167654474606241,0.00628704279773405,0.00232489603457874,0.00288156128229477,0.00635253282687711,0.00104784046628901,0.000163725072857657,0.0205638691509218,0,0.00412587183601297,0.00694194308916467,0.00180097580143423
"fOTU1024",0,0,0.000392940174858378,0,9.82350437145945e-05,0,3.27450145715315e-05,0.000294705131143783,0.0011460755100036,0.00392940174858378,0.00022921510200072,0,0.000327450145715315,0,0.000261960116572252,0,3.27450145715315e-05,0,0.000392940174858378,0
"fOTU2948",0,0,0.000392940174858378,0,0.000916860408002882,0,0,0.000523920233144504,0.000556665247716035,0,0,0,0,0,9.82350437145945e-05,0,0,0.00412587183601297,0,0.000425685189429909
"fOTU993",0.000196470087429189,0.00150627067029045,3.27450145715315e-05,0,0,0,0,0.00186646583057729,3.27450145715315e-05,0.00144078064114739,0,0,0,3.27450145715315e-05,0,0.00137529061200432,0,0,0,0.000261960116572252
"fOTU1945",0,0,0,0.00065490029143063,3.27450145715315e-05,0,0.00370018664658306,0,0.000589410262287567,0,0,0,0,0,0.026556206817512,0,0.0266544418612266,0,0.000327450145715315,0
"fOTU57",0.00225940600543567,0,0.00111333049543207,0,0.000785880349716756,0,0.000818625364288287,0.00451881201087135,0.00798978355545368,0.00756409836602377,0.00186646583057729,0.00088411539343135,0.000458430204001441,0.00464979206915747,0.00248862110743639,0.00088411539343135,0,0,0.000982350437145945,0.00199744588886342
"fOTU978",0,0,0,0.0106748747503193,0,0,0,0.000360195160286846,0,0.0595959265201873,0,0.0022921510200072,0,0.000491175218572972,0,0,0,0.0200726939323488,0,0
"fOTU1308",9.82350437145945e-05,0,0.000949605422574413,0,0.000392940174858378,0,0.000818625364288287,0.0118536952748944,0.00373293166115459,0,9.82350437145945e-05,0.000327450145715315,0.00150627067029045,0.000327450145715315,6.5490029143063e-05,0.00612331772487639,0,0,0.000392940174858378,6.5490029143063e-05
"fOTU4562",0.000720390320573693,0,9.82350437145945e-05,0.000261960116572252,6.5490029143063e-05,0,0.000327450145715315,0,0.000458430204001441,0.00157176069943351,0,0.0023903860637218,0,6.5490029143063e-05,0,0,0,0,0.000392940174858378,0.000982350437145945
"fOTU3794",0.00216117096172108,0,0.00527194734601657,0,0,0,0.000687645306002161,0,0.000687645306002161,0,0,0,0.00101509545171748,0.000261960116572252,9.82350437145945e-05,0,0,0,0,0
"fOTU160",0.000458430204001441,0,0.0035364615737254,0,3.27450145715315e-05,0,9.82350437145945e-05,0,0,0,0,0,0.00307803136972396,0,0,0,0,0,0,0.000458430204001441
"fOTU137",0.000491175218572972,0,0.000327450145715315,0,0.000130980058286126,0,0.00196470087429189,0,0,0,0.000261960116572252,0,6.5490029143063e-05,0,0,0,0,0,6.5490029143063e-05,0.000261960116572252
"fOTU254",6.5490029143063e-05,0.00180097580143423,3.27450145715315e-05,0,3.27450145715315e-05,0,9.82350437145945e-05,0,0.00065490029143063,0,3.27450145715315e-05,0,0.000294705131143783,0,9.82350437145945e-05,0,0.000196470087429189,0.000720390320573693,0,6.5490029143063e-05
"fOTU113",0,0,0.000163725072857657,0.000523920233144504,6.5490029143063e-05,0,0,3.27450145715315e-05,0.000785880349716756,0.000261960116572252,6.5490029143063e-05,0.000458430204001441,3.27450145715315e-05,0.000130980058286126,0,0.000196470087429189,0,0,6.5490029143063e-05,0.000851370378859819
"fOTU2182",6.5490029143063e-05,0,6.5490029143063e-05,0.00108058548086054,6.5490029143063e-05,0,6.5490029143063e-05,6.5490029143063e-05,0.0011460755100036,0.000818625364288287,0,0.000294705131143783,0.00022921510200072,3.27450145715315e-05,0.000491175218572972,0,0.000589410262287567,0.00216117096172108,0,0.000163725072857657
"fOTU1016",0,0,0,0.000491175218572972,0,0,0,0,0.000360195160286846,0.00491175218572972,0,0.000491175218572972,0,9.82350437145945e-05,0,0.000458430204001441,0,0,0,0
"fOTU5173",0,0.00753135335145224,0,0,3.27450145715315e-05,0,0.000622155276859098,0,3.27450145715315e-05,0,0,0.00278332623858018,0,9.82350437145945e-05,0.00507547725858738,0.000392940174858378,0.0059268476374472,0.00638527784144864,3.27450145715315e-05,3.27450145715315e-05
"fOTU647",0.0253773862929369,0.171551131340253,0.00753135335145224,0.0890664396345656,0.00916860408002882,0,0.098267788729166,0.107436392809195,0.0287501227938046,0.16785094469367,0.0249844461180785,0.303546285078097,0.0333016798192475,0.310651953240119,0.537935099381119,0.0401453878646976,0.601525917679033,0.102066210419464,0.0590720062870428,0.0437145944529945
