"","dataset6_1","dataset6_2","dataset6_3","dataset6_4","dataset6_5","dataset6_6","dataset6_7","dataset6_8","dataset6_9","dataset6_10","dataset6_11","dataset6_12","dataset6_13","dataset6_14","dataset6_15","dataset6_16","dataset6_17","dataset6_18","dataset6_19","dataset6_20"
"bOTU8893",0.0157312252964427,0.00221343873517787,0.00454545454545455,0.00158102766798419,0.00675889328063241,0.00620553359683794,0.0112648221343874,0.0105928853754941,0.0193280632411067,0.00521739130434783,0.00339920948616601,0.00466403162055336,0.00343873517786561,0.00782608695652174,0.00537549407114624,0.00407114624505929,0.0132806324110672,0.0107509881422925,0.0141106719367589,0.00454545454545455
"bOTU9301",0.000355731225296443,3.95256916996047e-05,0.000197628458498024,3.95256916996047e-05,0.000513833992094862,0.000632411067193676,0.00110671936758893,0.000395256916996047,0.000197628458498024,0.000711462450592885,0.000237154150197628,0.000513833992094862,0.000474308300395257,0.000355731225296443,0.00075098814229249,0.000118577075098814,0.000316205533596838,0.000276679841897233,0.000355731225296443,3.95256916996047e-05
"bOTU11363",0.0136758893280632,0.00616600790513834,0.00529644268774704,0.00320158102766798,0.00869565217391304,0.00992094861660079,0.00754940711462451,0.0141897233201581,0.0115810276679842,0.00675889328063241,0.0024901185770751,0.00707509881422925,0.00505928853754941,0.0106324110671937,0.00529644268774704,0.00924901185770751,0.0124110671936759,0.0122924901185771,0.0133201581027668,0.0130434782608696
"bOTU2767",0.000276679841897233,0.000118577075098814,3.95256916996047e-05,0.000118577075098814,0.000118577075098814,0.000237154150197628,0.000118577075098814,0.000355731225296443,3.95256916996047e-05,0.000158102766798419,7.90513833992095e-05,0.000276679841897233,0.000118577075098814,0.000869565217391304,7.90513833992095e-05,0.000197628458498024,7.90513833992095e-05,0.000237154150197628,0.000197628458498024,3.95256916996047e-05
"bOTU10938",0.000158102766798419,0,3.95256916996047e-05,3.95256916996047e-05,0.000237154150197628,3.95256916996047e-05,0.000276679841897233,7.90513833992095e-05,0.000869565217391304,0.000158102766798419,0.000197628458498024,7.90513833992095e-05,0.000118577075098814,3.95256916996047e-05,0.000237154150197628,0,0.000276679841897233,0.000316205533596838,7.90513833992095e-05,0.000118577075098814
"bOTU12545",0.0008300395256917,0.000237154150197628,0.00102766798418972,0.000118577075098814,0.000395256916996047,7.90513833992095e-05,0.000395256916996047,0.000474308300395257,0.0008300395256917,7.90513833992095e-05,0.000869565217391304,0.000395256916996047,0.000434782608695652,0.000158102766798419,0.000592885375494071,0.000118577075098814,0.00173913043478261,0.000316205533596838,0.000948616600790514,0.000197628458498024
"bOTU13636",0.00596837944664032,0.00470355731225296,0.00818181818181818,0.00193675889328063,0.00284584980237154,0.0033596837944664,0.0033596837944664,0.00177865612648221,0.00525691699604743,0.00146245059288538,0.00877470355731225,0.00371541501976285,0.00225296442687747,0.00268774703557312,0.00363636363636364,0.00189723320158103,0.00818181818181818,0.00339920948616601,0.00458498023715415,0.00296442687747036
"bOTU10120",0.00177865612648221,0.00347826086956522,0.00181818181818182,0.0016600790513834,0.000711462450592885,0.00154150197628458,0.00075098814229249,0.0016600790513834,0.00126482213438735,0.00114624505928854,0.00233201581027668,0.00241106719367589,0.000355731225296443,0.0016600790513834,0.000671936758893281,0.00272727272727273,0.00193675889328063,0.00173913043478261,0.00130434782608696,0.00173913043478261
"bOTU12195",0.000988142292490119,0.00173913043478261,0.00106719367588933,0.000355731225296443,0.000158102766798419,0.000909090909090909,3.95256916996047e-05,0.000869565217391304,0.000316205533596838,0.000513833992094862,0.000592885375494071,0.00075098814229249,0.000158102766798419,0.000513833992094862,0.000355731225296443,0.0008300395256917,0.000948616600790514,0.000988142292490119,0.00106719367588933,0.000909090909090909
"bOTU8623",7.90513833992095e-05,0,0.000158102766798419,7.90513833992095e-05,0.000592885375494071,0.000158102766798419,0.000592885375494071,0.000237154150197628,0.000237154150197628,0.000276679841897233,3.95256916996047e-05,0.000118577075098814,0.000711462450592885,0.000118577075098814,0.000158102766798419,7.90513833992095e-05,0.000158102766798419,3.95256916996047e-05,0.000434782608695652,0.000118577075098814
"bOTU10191",0.000118577075098814,3.95256916996047e-05,0.000118577075098814,0.000197628458498024,0.000197628458498024,0.000118577075098814,0.000197628458498024,0.000355731225296443,3.95256916996047e-05,0.00106719367588933,3.95256916996047e-05,3.95256916996047e-05,0.000434782608695652,7.90513833992095e-05,0.000237154150197628,0.000197628458498024,0.000197628458498024,0.000474308300395257,7.90513833992095e-05,7.90513833992095e-05
"bOTU9478",0.000395256916996047,3.95256916996047e-05,0.000276679841897233,0.000197628458498024,7.90513833992095e-05,0.000395256916996047,0.000197628458498024,0.000316205533596838,0.000513833992094862,0.000158102766798419,3.95256916996047e-05,0.000118577075098814,3.95256916996047e-05,0.000395256916996047,0.000118577075098814,0.000316205533596838,0.000474308300395257,0.000671936758893281,0.000553359683794466,0.000553359683794466
"bOTU14759",0.00292490118577075,0.000197628458498024,0.00110671936758893,0.000316205533596838,0.000790513833992095,0.000592885375494071,0.0008300395256917,0.000909090909090909,0.00201581027667984,0.000553359683794466,0.000632411067193676,0.000276679841897233,0.000790513833992095,0.000474308300395257,0.000909090909090909,0.00114624505928854,0.00150197628458498,0.00150197628458498,0.00181818181818182,0.00134387351778656
"bOTU6967",0.000395256916996047,0.000197628458498024,0.000276679841897233,3.95256916996047e-05,0.000237154150197628,0.000197628458498024,0.000158102766798419,0.000118577075098814,0.000237154150197628,0.000197628458498024,0.000355731225296443,0.000158102766798419,3.95256916996047e-05,0.000276679841897233,7.90513833992095e-05,0.000118577075098814,0.000474308300395257,0.000118577075098814,0.000237154150197628,0.000118577075098814
"bOTU11830",0.000434782608695652,0.00075098814229249,3.95256916996047e-05,0.000237154150197628,7.90513833992095e-05,0.00075098814229249,0.000197628458498024,0.000632411067193676,0.000474308300395257,0.000316205533596838,0.000158102766798419,0.000237154150197628,0.000197628458498024,0.000513833992094862,0,0.000395256916996047,0.000276679841897233,0.000948616600790514,0.000276679841897233,0.000513833992094862
"bOTU6196",0.00154150197628458,0.00075098814229249,0.000553359683794466,0.00110671936758893,0.00225296442687747,0.00154150197628458,0.00185770750988142,0.0016600790513834,0.00130434782608696,0.00351778656126482,0.000276679841897233,0.00245059288537549,0.00126482213438735,0.00158102766798419,0.00146245059288538,0.000948616600790514,0.0016600790513834,0.00201581027667984,0.00146245059288538,0.00162055335968379
"bOTU11202",0.00426877470355731,0.0108300395256917,0.00616600790513834,0.00292490118577075,0.00158102766798419,0.00533596837944664,0.00114624505928854,0.0033201581027668,0.00316205533596838,0.00205533596837945,0.00434782608695652,0.00426877470355731,0.00106719367588933,0.00430830039525692,0.00134387351778656,0.00450592885375494,0.00454545454545455,0.00407114624505929,0.0041501976284585,0.00430830039525692
"bOTU9529",0.000276679841897233,0.000197628458498024,3.95256916996047e-05,3.95256916996047e-05,0.000118577075098814,0.000237154150197628,0.000118577075098814,0.000355731225296443,0.000237154150197628,0.000237154150197628,7.90513833992095e-05,0.000118577075098814,3.95256916996047e-05,0.000316205533596838,7.90513833992095e-05,0.000158102766798419,0.000355731225296443,0.000355731225296443,0.000355731225296443,0.000197628458498024
"bOTU12106",0.00482213438735178,0.00150197628458498,0.000869565217391304,0.000553359683794466,0.00154150197628458,0.00134387351778656,0.00185770750988142,0.00316205533596838,0.00102766798418972,0.00193675889328063,0.000474308300395257,0.00154150197628458,0.00114624505928854,0.00150197628458498,0.000988142292490119,0.001699604743083,0.00367588932806324,0.00355731225296443,0.00328063241106719,0.00268774703557312
"bOTU12897",0.000553359683794466,0.000513833992094862,7.90513833992095e-05,0.000474308300395257,0.000158102766798419,0.000434782608695652,7.90513833992095e-05,0.000395256916996047,3.95256916996047e-05,0.000118577075098814,0.000395256916996047,0.00075098814229249,0,0.000158102766798419,7.90513833992095e-05,0.000197628458498024,0.000237154150197628,0.000316205533596838,0.000118577075098814,0.000395256916996047
"bOTU6547",0.00146245059288538,0.000474308300395257,0.000474308300395257,0.000869565217391304,0.00154150197628458,0.00205533596837945,0.00154150197628458,0.00201581027667984,0.00146245059288538,0.00241106719367589,0.000434782608695652,0.00201581027667984,0.00126482213438735,0.00134387351778656,0.00114624505928854,0.00075098814229249,0.00122529644268775,0.00197628458498024,0.00126482213438735,0.000948616600790514
"bOTU13296",0.000237154150197628,0.000513833992094862,0.000434782608695652,0.000632411067193676,0.000513833992094862,0.0016600790513834,0.000118577075098814,0.00229249011857708,0.000237154150197628,0.00126482213438735,0.000118577075098814,0.0008300395256917,0.000197628458498024,0.00138339920948617,0.000197628458498024,0.00122529644268775,0.000276679841897233,0.00122529644268775,0.000316205533596838,0.00154150197628458
"bOTU11800",0.00403162055335968,0.00312252964426877,0.00462450592885376,0.000553359683794466,0.000869565217391304,0.00110671936758893,0.00118577075098814,0.000909090909090909,0.00320158102766798,0.000632411067193676,0.00513833992094862,0.00114624505928854,0.00118577075098814,0.00150197628458498,0.00102766798418972,0.00134387351778656,0.00505928853754941,0.00177865612648221,0.00399209486166008,0.00110671936758893
"bOTU4453",0.000671936758893281,0.00110671936758893,0.000711462450592885,0.000711462450592885,0.000632411067193676,0.000988142292490119,0.000355731225296443,0.0008300395256917,0.000395256916996047,0.000513833992094862,0.0008300395256917,0.00075098814229249,0.000434782608695652,0.000909090909090909,0.00075098814229249,0.000395256916996047,0.000355731225296443,0.000592885375494071,0.000434782608695652,0.00075098814229249
"bOTU13355",0.000711462450592885,0.000118577075098814,0.000355731225296443,0,3.95256916996047e-05,3.95256916996047e-05,3.95256916996047e-05,3.95256916996047e-05,0.000118577075098814,0.000158102766798419,0.000355731225296443,0,0.000118577075098814,7.90513833992095e-05,0.000118577075098814,0,0.000237154150197628,0,0.000434782608695652,3.95256916996047e-05
