"","order","extant","Percentage"
"1",0,13.7118969307802,0.25
"2",0.00518134715025907,13.5031338293446,0.25
"3",0.0103626943005181,13.4995867095707,0.25
"4",0.0155440414507772,13.4880431405698,0.25
"5",0.0207253886010363,13.4580191195046,0.25
"6",0.0259067357512953,13.4515935637845,0.25
"7",0.0310880829015544,13.2797516962339,0.25
"8",0.0362694300518135,12.5932180445404,0.25
"9",0.0414507772020725,11.5650434769858,0.25
"10",0.0466321243523316,8.48618056112042,0.25
"11",0.0518134715025907,4.8113573572824,0.25
"12",0.0569948186528497,2.91457293802013,0.25
"13",0.0621761658031088,2.19790786283007,0.25
"14",0.0673575129533679,1.22804646637652,0.25
"15",0.0725388601036269,0.268971050667815,0.25
"16",0.077720207253886,0.108090572091236,0.25
"17",0.0829015544041451,0.0858867124714101,0.25
"18",0.0880829015544041,0.0612168495526448,0.25
"19",0.0932642487046632,0.0262070218777618,0.25
"20",0.0984455958549223,0,0.25
