"","Name","Sample","Percent","Times","Area"
"1","Bacteria_5120m.csv",1,0.25,1,2.06777369831439
"2","Bacteria_5120m.csv",1,0.25,2,3.22651589284334
"3","Bacteria_5120m.csv",1,0.25,3,2.51413618080385
"4","Bacteria_5120m.csv",1,0.25,4,2.39066876400171
"5","Bacteria_5120m.csv",1,0.25,5,2.45223919961191
"6","Bacteria_5120m.csv",1,0.25,6,2.11021808147596
"7","Bacteria_5120m.csv",1,0.25,7,2.45972523508178
"8","Bacteria_5120m.csv",1,0.25,8,2.44305565836995
"9","Bacteria_5120m.csv",1,0.25,9,1.9876499633801
"10","Bacteria_5120m.csv",1,0.25,10,2.40463065938338
"11","Bacteria_5120m.csv",2,0.25,1,1.34643768198049
"12","Bacteria_5120m.csv",2,0.25,2,1.96986994967567
"13","Bacteria_5120m.csv",2,0.25,3,1.66116188580923
"14","Bacteria_5120m.csv",2,0.25,4,1.2675742668775
"15","Bacteria_5120m.csv",2,0.25,5,1.42808538472085
"16","Bacteria_5120m.csv",2,0.25,6,1.20633218349373
"17","Bacteria_5120m.csv",2,0.25,7,1.3847277921509
"18","Bacteria_5120m.csv",2,0.25,8,1.71431651442893
"19","Bacteria_5120m.csv",2,0.25,9,1.48687400326048
"20","Bacteria_5120m.csv",2,0.25,10,1.34496430392451
"21","Bacteria_5120m.csv",3,0.25,1,3.35610216156297
"22","Bacteria_5120m.csv",3,0.25,2,2.97947399365516
"23","Bacteria_5120m.csv",3,0.25,3,2.62495530486962
"24","Bacteria_5120m.csv",3,0.25,4,3.20782294451928
"25","Bacteria_5120m.csv",3,0.25,5,2.27322657128358
"26","Bacteria_5120m.csv",3,0.25,6,2.96462817546138
"27","Bacteria_5120m.csv",3,0.25,7,2.67035587557886
"28","Bacteria_5120m.csv",3,0.25,8,2.97826834505627
"29","Bacteria_5120m.csv",3,0.25,9,2.64555772443727
"30","Bacteria_5120m.csv",3,0.25,10,2.46258189899104
"31","Bacteria_5120m.csv",4,0.25,1,2.72769872194524
"32","Bacteria_5120m.csv",4,0.25,2,1.94702423626356
"33","Bacteria_5120m.csv",4,0.25,3,2.84481188963261
"34","Bacteria_5120m.csv",4,0.25,4,2.23692421953831
"35","Bacteria_5120m.csv",4,0.25,5,2.81536251286573
"36","Bacteria_5120m.csv",4,0.25,6,2.53607945083401
"37","Bacteria_5120m.csv",4,0.25,7,2.68227593915975
"38","Bacteria_5120m.csv",4,0.25,8,1.82539133299546
"39","Bacteria_5120m.csv",4,0.25,9,3.02003348181417
"40","Bacteria_5120m.csv",4,0.25,10,2.9543211538748
"41","Bacteria_5120m.csv",5,0.25,1,4.32107368798921
"42","Bacteria_5120m.csv",5,0.25,2,2.75773756837865
"43","Bacteria_5120m.csv",5,0.25,3,2.37204169756419
"44","Bacteria_5120m.csv",5,0.25,4,2.45857043314385
"45","Bacteria_5120m.csv",5,0.25,5,1.94451962925541
"46","Bacteria_5120m.csv",5,0.25,6,2.39883388658455
"47","Bacteria_5120m.csv",5,0.25,7,2.02995151154914
"48","Bacteria_5120m.csv",5,0.25,8,2.56897375794111
"49","Bacteria_5120m.csv",5,0.25,9,2.4786000088718
"50","Bacteria_5120m.csv",5,0.25,10,2.83850371867026
"51","Bacteria_5120m.csv",6,0.25,1,2.13647020108741
"52","Bacteria_5120m.csv",6,0.25,2,1.73846282591046
"53","Bacteria_5120m.csv",6,0.25,3,1.66814259219761
"54","Bacteria_5120m.csv",6,0.25,4,1.80224771983876
"55","Bacteria_5120m.csv",6,0.25,5,1.3350222879422
"56","Bacteria_5120m.csv",6,0.25,6,1.69918012572574
"57","Bacteria_5120m.csv",6,0.25,7,1.557681762812
"58","Bacteria_5120m.csv",6,0.25,8,1.83870128607564
"59","Bacteria_5120m.csv",6,0.25,9,2.26134272037574
"60","Bacteria_5120m.csv",6,0.25,10,1.91127823855616
"61","Bacteria_5120m.csv",7,0.25,1,2.95794754009904
"62","Bacteria_5120m.csv",7,0.25,2,2.44141704065504
"63","Bacteria_5120m.csv",7,0.25,3,3.38726202137452
"64","Bacteria_5120m.csv",7,0.25,4,3.41795419319685
"65","Bacteria_5120m.csv",7,0.25,5,2.11780191506853
"66","Bacteria_5120m.csv",7,0.25,6,2.62743909983563
"67","Bacteria_5120m.csv",7,0.25,7,2.28796797918636
"68","Bacteria_5120m.csv",7,0.25,8,3.20481788957736
"69","Bacteria_5120m.csv",7,0.25,9,2.89495279504538
"70","Bacteria_5120m.csv",7,0.25,10,2.8053706628981
"71","Bacteria_5120m.csv",8,0.25,1,1.46471938746259
"72","Bacteria_5120m.csv",8,0.25,2,2.75038183258731
"73","Bacteria_5120m.csv",8,0.25,3,2.47139689018258
"74","Bacteria_5120m.csv",8,0.25,4,1.3937811601492
"75","Bacteria_5120m.csv",8,0.25,5,2.06974680834312
"76","Bacteria_5120m.csv",8,0.25,6,2.02687226998082
"77","Bacteria_5120m.csv",8,0.25,7,2.21819240044525
"78","Bacteria_5120m.csv",8,0.25,8,1.87227992427422
"79","Bacteria_5120m.csv",8,0.25,9,2.40278359268874
"80","Bacteria_5120m.csv",8,0.25,10,1.75018372090328
"81","Bacteria_5120m.csv",9,0.25,1,3.86591458368452
"82","Bacteria_5120m.csv",9,0.25,2,2.49809177789065
"83","Bacteria_5120m.csv",9,0.25,3,3.8883825610889
"84","Bacteria_5120m.csv",9,0.25,4,2.70964918563201
"85","Bacteria_5120m.csv",9,0.25,5,3.15667089888071
"86","Bacteria_5120m.csv",9,0.25,6,2.69855962624022
